City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,staritsa,56.5075,34.9354,59.13,92,26,5.41,RU,1722708673
364,harstad,68.799,16.5293,68.81,63,31,8.99,NO,1722708674
365,ariquemes,-9.9133,-63.0408,102.16,21,37,3.8,BR,1722708676
366,hachinohe,40.5,141.5,74.12,95,12,3.29,JP,1722708677
367,ibimirim,-8.5406,-37.6903,84.87,38,95,22.64,BR,1722708678
368,zaozersk,69.4005,32.4476,49.89,92,27,10.0,RU,1722708679
369,mugia,43.1041,-9.2179,81.16,76,26,12.91,ES,1722708680
370,yarmouth,41.7057,-70.2286,90.14,73,0,20.71,US,1722708682
371,ylitornio,66.3089,23.6773,65.05,71,84,4.9,FI,1722708683
372,bamyan,34.75,67.25,57.2,37,9,6.71,AF,1722708684
373,shatura,55.5725,39.5368,61.63,80,94,5.46,RU,1722708685
374,kangding,30.0513,101.9603,60.21,94,100,3.53,CN,1722708686
375,malakal,9.5334,31.6605,80.69,67,99,1.1,SS,1722708687
376,tromso,69.6496,18.957,68.02,52,0,14.97,NO,1722708689
377,menongue,-14.6585,17.691,65.26,13,0,5.66,AO,1722708690
378,barcelos,41.5388,-8.6151,90.91,52,0,10.22,PT,1722708691
379,margate,51.3813,1.3862,68.88,75,100,1.99,GB,1722708692
380,tucumcari,35.1717,-103.725,87.94,48,0,9.22,US,1722708693
381,mouila,-1.8685,11.0559,85.46,46,59,7.61,GA,1722708695
382,wotho,10.1657,166.0102,82.38,76,46,2.48,MH,1722708696
383,ketchikan,55.3422,-131.6461,68.47,56,0,11.5,US,1722708616
384,alofi,-19.0595,-169.9187,69.69,94,75,4.61,NU,1722708698
385,bathsheba,13.2167,-59.5167,88.41,74,20,21.85,BB,1722708699
386,springhill,33.006,-93.4668,93.04,33,0,4.7,US,1722708701
387,razvad,44.9333,25.5333,78.94,40,59,6.76,RO,1722708702
388,baardheere,2.3446,42.2764,81.66,57,95,24.4,SO,1722708703
389,morant bay,17.8815,-76.4093,85.62,74,48,9.4,JM,1722708704
390,mount pearl,47.5166,-52.7813,77.34,53,20,13.8,CA,1722708705
391,forster,-32.1667,152.5167,48.29,85,35,5.26,AU,1722708707
392,srandakan,-7.9386,110.2506,74.52,92,46,4.23,ID,1722708708
393,borogontsy,62.6683,131.1683,50.68,65,80,5.3,RU,1722708711
394,andovoranto,-18.95,49.1,65.68,78,5,2.68,MG,1722708713
395,kalevala,65.2,31.1667,61.03,75,63,7.23,RU,1722708714
396,pacific grove,36.6177,-121.9166,79.39,84,75,8.05,US,1722708715
397,mezhdurechensk,53.6942,88.0603,63.88,97,77,3.02,RU,1722708716
398,novo milosevo,45.7217,20.3031,75.96,31,31,15.57,RS,1722708719
399,thurso,58.5927,-3.5259,60.85,75,94,3.13,GB,1722708720
400,lincoln city,44.9582,-124.0179,69.96,82,79,8.99,US,1722708591
401,kavieng,-2.5744,150.7967,81.14,80,100,11.79,PG,1722708722
402,san rafael,-34.6177,-68.3301,64.45,22,2,11.1,AR,1722708724
403,rio grande,-32.035,-52.0986,82.51,64,63,12.33,BR,1722708507
404,fada,7.25,4.0667,79.47,94,75,10.36,NG,1722708726
405,dana point,33.467,-117.6981,92.77,57,5,1.99,US,1722708727
406,tabas,33.5959,56.9244,96.71,14,3,7.54,IR,1722708728
407,paradip garh,20.3167,86.6167,82.38,81,67,7.61,IN,1722708730
408,chanasma,23.7167,72.1167,81.43,87,100,11.81,IN,1722708731
409,martapura,-3.4167,114.85,77.09,100,79,3.44,ID,1722708732
410,restrepo,3.822,-76.5224,79.14,67,95,5.39,CO,1722708733
411,turtas,58.9417,69.1325,59.29,92,54,5.14,RU,1722708734
412,zyrya,40.3661,50.2917,78.89,65,0,5.37,AZ,1722708735
413,nemuro,43.3236,145.575,62.1,94,69,9.06,JP,1722708737
414,as sulayyil,20.4607,45.5779,104.25,14,100,3.38,SA,1722708738
415,andratx,39.5755,2.4202,86.43,63,1,4.36,ES,1722708739
416,camarinas,43.1311,-9.1817,80.19,75,25,12.19,ES,1722708740
417,gizo,-8.103,156.8419,80.58,84,97,20.38,SB,1722708741
418,enriquillo,17.9,-71.2333,91.08,65,29,12.62,DO,1722708743
419,weining,26.85,104.2333,60.91,97,100,4.99,CN,1722708744
420,beytussebap,37.5694,43.1681,65.23,35,11,2.82,TR,1722708745
421,geneina,13.45,22.45,78.37,69,99,13.51,SD,1722708746
422,fort mcmurray,56.7268,-111.381,72.99,49,0,5.75,CA,1722708747
423,rampachodavaram,17.45,81.7667,75.88,93,100,3.56,IN,1722708749
424,novyy urengoy,66.0833,76.6333,63.66,91,98,10.71,RU,1722708750
425,rawson,-43.3002,-65.1023,56.7,33,10,33.06,AR,1722708751
426,lerwick,60.1545,-1.1494,57.2,75,0,10.22,GB,1722708752
427,lucas,41.6501,-83.6666,87.76,58,40,4.61,US,1722708753
428,ballina,-28.8667,153.5667,48.78,92,13,9.6,AU,1722708755
429,faya-largeau,17.9257,19.1043,97.43,34,60,4.99,TD,1722708756
430,gorontalo,0.5412,123.0595,74.75,94,100,1.92,ID,1722708757
431,pader palwo,2.8006,33.135,67.59,89,98,3.78,UG,1722708758
432,lupane,-18.9315,27.807,64.15,17,6,4.03,ZW,1722708759
433,urengoy,65.9667,78.3667,64.58,89,100,6.31,RU,1722708761
434,port maria,18.3685,-76.8895,91.36,62,61,15.88,JM,1722708762
435,timimoun,29.2639,0.231,111.58,7,0,6.91,DZ,1722708763
436,nizhniy kuranakh,58.8353,125.4869,49.98,96,40,1.99,RU,1722708764
437,grantsville,40.5999,-112.4644,95.09,27,98,5.01,US,1722708765
438,severnoye,56.3491,78.3619,63.48,99,99,5.12,RU,1722708767
439,kyren,51.6828,102.1408,61.41,76,22,3.04,RU,1722708768
440,vanimo,-2.6741,141.3028,77.58,92,92,5.21,PG,1722708769
441,bage,-31.3314,-54.1069,80.38,44,71,18.41,BR,1722708770
442,horta,38.5333,-28.6333,78.44,73,20,10.36,PT,1722708771
443,kremnica,48.7052,18.9183,55.27,84,85,4.79,SK,1722708773
444,richfield,44.8833,-93.283,85.08,51,40,6.91,US,1722708774
445,sovetskaya gavan',48.9723,140.2878,54.7,91,100,3.56,RU,1722708775
446,shibirghan,36.6676,65.7529,87.62,15,0,11.03,AF,1722708776
447,el tigre,8.8875,-64.2454,85.03,58,84,6.49,VE,1722708777
448,brigantine,39.4101,-74.3646,91.2,69,0,11.5,US,1722708779
449,mil'kovo,55.6078,37.7956,68.49,69,48,6.42,RU,1722708780
450,choibalsan,48.0667,114.5,68.4,79,57,7.25,MN,1722708781
451,gubat,12.9206,124.1231,79.68,86,96,5.26,PH,1722708782
452,olhao,37.0286,-7.8411,84.29,53,0,6.91,PT,1722708784
453,garoowe,8.4054,48.4845,83.68,44,100,19.19,SO,1722708785
454,fuling,29.7022,107.3919,79.09,86,90,4.76,CN,1722708786
455,greenwood,34.1668,-82.1165,90.82,73,61,9.93,US,1722708787
456,zakamensk,50.3741,103.2863,54.75,92,39,1.74,RU,1722708788
457,saint-francois,46.4154,3.9054,74.64,60,0,9.22,FR,1722708790
458,suva,-18.1416,178.4415,71.08,94,40,1.14,FJ,1722708791
459,beli,7.8587,10.9719,75.99,88,80,2.91,NG,1722708792
460,haiku-pauwela,20.9219,-156.3051,76.26,89,75,13.8,US,1722708793
461,sierra grande,-41.606,-65.3557,58.24,19,61,31.68,AR,1722708795
462,padang,-0.9492,100.3543,77.05,92,70,4.59,ID,1722708796
463,st anne,49.715,-2.2042,63.32,82,20,9.22,GG,1722708797
464,lobamba,-26.4667,31.2,63.03,60,0,5.01,SZ,1722708798
465,nova vicosa,-17.8919,-39.3719,75.0,83,22,10.87,BR,1722708799
466,oistins,13.0667,-59.5333,87.89,74,20,21.85,BB,1722708801
467,castillos,-34.1667,-53.8333,56.32,85,72,13.38,UY,1722708802
468,donghai,22.9459,115.642,82.49,83,3,4.16,CN,1722708803
469,sao jose do rio preto,-20.8197,-49.3794,86.27,25,40,11.5,BR,1722708804
470,kayangel,8.0823,134.7173,83.35,76,100,13.73,PW,1722708805
471,sittwe,20.15,92.9,79.84,88,87,11.01,MM,1722708807
472,puerto aysen,-45.4,-72.7,41.7,99,100,4.52,CL,1722708808
473,jinan,36.6683,116.9972,86.07,72,40,6.64,CN,1722708809
474,lata,40.1629,-8.3327,73.08,46,0,7.4,PT,1722708810
475,sarupathar,26.1984,93.8094,76.32,92,88,3.33,IN,1722708811
476,al bawiti,28.3492,28.8659,88.36,23,0,9.57,EG,1722708813
477,beyneu,45.3167,55.2,86.86,26,10,8.43,KZ,1722708814
478,campina verde,-19.5356,-49.4864,88.84,20,0,13.51,BR,1722708815
479,ubari,26.5921,12.7805,92.82,11,0,7.31,LY,1722708817
480,yuanping,38.7153,112.7575,68.23,96,98,3.18,CN,1722708819
481,lombardia,19.15,-102.0333,86.85,70,99,4.05,MX,1722708820
482,greymouth,-42.4667,171.2,32.52,92,37,5.93,NZ,1722708821
483,ntungamo,-0.8833,29.65,76.6,42,63,2.73,UG,1722708822
484,cartagena,10.3997,-75.5144,89.22,70,20,6.91,CO,1722708823
485,nadym,65.5333,72.5167,65.08,90,100,10.33,RU,1722708826
486,gwangju,35.1547,126.9156,78.08,94,1,0.49,KR,1722708827
487,qandala,11.472,49.8728,87.55,64,20,11.83,SO,1722708828
488,siocon,7.7061,122.1353,80.01,87,100,6.24,PH,1722708830
489,kabo,7.6994,18.629,73.4,94,91,1.07,CF,1722708831
490,tanjung selor,2.8372,117.3642,74.95,98,70,2.48,ID,1722708832
491,tarakan,3.3,117.6333,78.19,85,67,5.91,ID,1722708833
492,barkhan,29.8977,69.5256,79.84,67,21,4.74,PK,1722708834
493,as saffaniyah,27.9708,48.73,97.16,21,16,11.5,SA,1722708836
494,jasim,32.9923,36.0602,74.64,57,0,18.03,SY,1722708837
495,noshiro,40.2039,140.0242,74.71,94,2,4.74,JP,1722708838
496,maceio,-9.6658,-35.7353,78.24,65,40,14.97,BR,1722708839
497,egilsstadir,65.2653,-14.3948,57.11,67,40,10.36,IS,1722708840
498,balabac,7.9868,117.0645,78.67,82,97,1.63,PH,1722708842
499,medvezh'yegorsk,62.9167,34.4667,58.62,86,84,8.59,RU,1722708843
500,dame-marie,18.5667,-74.4167,87.49,63,9,7.78,HT,1722708844
501,mana,5.6592,-53.7767,82.72,74,45,9.17,GF,1722708845
502,sterling,39.0062,-77.4286,95.85,50,40,13.8,US,1722708846
503,tondi,9.7333,79.0167,83.66,72,90,3.67,IN,1722708848
504,antofagasta,-23.65,-70.4,61.88,76,30,9.53,CL,1722708849
505,nehe,48.4833,124.8333,67.87,70,98,5.59,CN,1722708850
506,geraldton,-28.7667,114.6,46.81,81,0,2.3,AU,1722708851
507,bayville,40.9106,-73.5621,92.41,66,79,5.99,US,1722708852
508,sassandra,4.95,-6.0833,76.1,82,72,6.76,CI,1722708854
509,kokopo,-4.352,152.2633,76.41,88,100,8.99,PG,1722708855
510,zalingei,12.9096,23.4741,72.01,91,100,2.21,SD,1722708856
511,paredon,16.0333,-93.8667,85.87,70,48,8.37,MX,1722708857
512,altai,46.3722,96.2583,59.41,39,15,1.95,MN,1722708858
513,ribeira brava,32.65,-17.0667,81.72,78,0,1.86,PT,1722708860
514,djambala,-2.5447,14.7533,81.28,36,28,5.23,CG,1722708861
515,cheektowaga,42.9034,-78.7548,74.88,88,100,5.75,US,1722708862
516,challapata,-18.9,-66.7667,52.5,12,0,5.99,BO,1722708863
517,suong,11.9115,105.6533,79.07,87,71,4.76,KH,1722708864
518,omutinskiy,56.4745,67.6709,58.78,91,42,7.38,RU,1722708866
519,arawa,-6.2132,155.5367,76.6,95,100,2.86,PG,1722708867
520,zemio,5.0314,25.1361,68.58,96,83,2.26,CF,1722708868
521,tokoname,34.8833,136.85,86.04,89,7,6.91,JP,1722708869
522,san isidro de curuguaty,-24.5167,-55.7,96.71,19,2,12.28,PY,1722708871
523,muli,2.9167,73.5667,83.12,71,90,1.9,MV,1722708872
524,lesnoy,57.6198,63.0784,58.48,91,100,4.83,RU,1722708873
525,valparaiso,-33.0393,-71.6273,68.14,59,0,4.61,CL,1722708874
526,belmonte,-15.8631,-38.8828,76.77,73,22,10.2,BR,1722708876
527,novaya igirma,57.1334,103.9112,54.3,98,13,2.24,RU,1722708877
528,klaksvik,62.2266,-6.589,56.32,89,19,16.37,FO,1722708878
529,moree,-29.4667,149.85,44.78,80,27,5.1,AU,1722708879
530,ciudad lazaro cardenas,17.9583,-102.2,83.19,68,100,4.43,MX,1722708880
531,sinabang,2.4803,96.3801,75.38,89,100,5.06,ID,1722708882
532,teguise,29.0605,-13.564,77.22,61,0,26.46,ES,1722708883
533,murghob,38.1702,73.9667,56.98,61,82,6.69,TJ,1722708884
534,el granada,37.5027,-122.4694,78.55,69,20,14.97,US,1722708885
535,mammoth lakes,37.6485,-118.9721,72.32,46,75,5.75,US,1722708887
536,i-n-salah,27.1935,2.4607,106.23,6,0,14.27,DZ,1722708888
537,senirkent,38.1044,30.5486,84.25,24,2,6.13,TR,1722708889
538,mili,6.0815,171.735,83.61,69,91,7.49,MH,1722708890
539,zhongshu,24.5167,103.7667,62.71,98,100,3.31,CN,1722708891
540,gosaba,22.165,88.7998,80.89,87,100,7.29,IN,1722708893
541,salekhard,66.53,66.6019,63.09,85,100,17.87,RU,1722708894
542,roma,43.2128,-75.4557,83.73,67,0,10.36,US,1722708624
543,weyburn,49.6668,-103.8511,77.22,38,29,11.5,CA,1722708896
544,huarmey,-10.0681,-78.1522,68.63,69,64,11.27,PE,1722708897
545,tralee,52.2704,-9.7026,61.05,72,100,13.8,IE,1722708898
546,aksu,41.1231,80.2644,81.45,38,1,1.59,CN,1722708900
547,itoman,26.1247,127.6694,84.58,91,40,9.22,JP,1722708901
548,irthlingborough,52.3267,-0.6113,72.52,54,75,6.96,GB,1722708902
549,strelka,58.0728,93.0344,55.11,89,2,3.02,RU,1722708904
550,truth or consequences,33.1284,-107.2528,86.23,32,0,4.61,US,1722708905
551,diu,20.7141,70.9822,81.16,88,100,20.38,IN,1722708906
552,humenne,48.9371,21.9163,60.06,93,98,10.45,SK,1722708907
553,maun,-19.9833,23.4167,71.47,17,4,5.08,BW,1722708910
554,mogocha,53.7333,119.7667,57.11,64,83,4.09,RU,1722708911
555,elesbao veloso,-6.2019,-42.1403,97.12,20,34,7.76,BR,1722708912
556,nema,57.5067,50.5011,60.69,95,61,5.93,RU,1722708913
557,amga,60.8953,131.9608,45.88,75,2,2.64,RU,1722708915
558,vadso,70.0744,29.7487,52.68,93,100,12.66,NO,1722708916
559,ploneour-lanvern,47.9,-4.2833,64.72,88,75,9.22,FR,1722708917
560,insar,53.8653,44.3738,66.52,65,100,7.16,RU,1722708918
561,macas,-2.3167,-78.1167,83.95,47,20,4.61,EC,1722708919
562,abu zabad,12.35,29.25,83.84,56,100,8.19,SD,1722708921
563,monteros,-27.1674,-65.4983,78.26,26,0,3.91,AR,1722708922
564,yashkul',46.1711,45.3435,84.43,21,9,9.95,RU,1722708923
565,magadan,59.5667,150.8,50.59,60,0,4.21,RU,1722708924
566,kupang,-10.1667,123.5833,77.58,73,75,8.05,ID,1722708925
567,bagan serai,5.0108,100.541,80.62,96,100,6.04,MY,1722708927
568,chimbote,-9.0853,-78.5783,67.96,70,73,10.45,PE,1722708928
569,makaha,21.4694,-158.2175,78.71,88,100,0.0,US,1722708929
570,quellon,-43.1167,-73.6167,47.19,76,91,7.78,CL,1722708930
571,isabela,6.7085,121.9711,77.05,90,87,3.2,PH,1722708931
572,upington,-28.4478,21.2561,70.18,24,0,8.05,ZA,1722708934
573,alpine,32.835,-116.7664,91.49,41,0,4.0,US,1722708924
574,hobyo,5.3505,48.5268,76.89,83,100,27.65,SO,1722708936
575,umba,66.6871,34.3429,60.15,82,72,10.31,RU,1722708937
576,ar ruways,24.1103,52.7306,94.57,47,100,15.35,AE,1722708938
577,marshalltown,42.0494,-92.908,86.11,52,0,4.0,US,1722708940
578,zhangjiakou,40.81,114.8794,70.0,97,100,3.22,CN,1722708941
579,chernyshevskiy,63.0128,112.4714,50.83,66,19,2.01,RU,1722708942
580,pointe aux piments,-20.0628,57.5131,70.36,84,18,13.31,MU,1722708943
581,ibiza,38.9088,1.433,84.22,71,20,9.22,ES,1722708945
582,ihosy,-22.4,46.1167,62.92,34,0,5.12,MG,1722708946
583,coahuayana de hidalgo,18.7,-103.6583,78.8,89,100,1.48,MX,1722708947
584,teluknaga,-6.0989,106.6381,80.38,83,20,4.61,ID,1722708948
585,tidjikja,18.5564,-11.4271,89.94,46,98,15.1,MR,1722708949
